GeneratedAnonCID,ShopsWholeFoods,HouseholdIncome,HouseholdTotal,HealthHelpValueSegment,Customer_long,Customer_lat,Units_Purchased_Sum,Dollars_Purchased_Sum,Wegmans_Brand,Kosher,Organic,Store_lat,Store_long
13153,0,4,3,3,-75.85,42.94,146,533.3,58,0,8,43.03306,-76.05325
13154,0,1,3,1,-76.12,36.81,93,349,16,0,8,36.842046,-76.140387
13155,0,0,5,1,-76.85,38.93,52,146.89,14,0,1,38.9209,-76.8501
13156,0,2,1,1,-78.88,42.91,188,467.24,51,1,8,42.9387,-78.8829
13157,1,4,2,not reported,-71.39,42.28,764,2307.82,122,3,14,42.301849,-71.385773
13158,0,3,2,not reported,-80.15,42.07,80,310.16,42,2,2,42.06996,-80.1919
13159,0,5,3,1,-77.34,38.63,1068,4186.86,128,8,41,38.63084,-77.288841
13160,0,0,2,2,-78.79,43.03,149,820.64,192,10,15,42.83515,-78.78386
13161,0,5,4,3,,,437,2133.41,130,4,14,42.9387,-78.8829
13162,0,3,2,1,-78.72,43,12,35.55,5,0,0,42.977,-78.7378
13163,0,0,2,not reported,-77.7,43.24,24,117.98,78,3,17,43.20785,-77.70403
13164,0,6,4,1,-78.72,35.92,631,2313.56,143,7,21,35.821138,-78.621264
13165,0,0,1,2,-76.31,43.13,707,3115.52,84,2,23,43.13316,-76.2232
13166,0,3,2,3,-75.04,40.86,1076,4914.88,157,7,38,40.71403,-75.28702
13167,0,3,1,1,-77.6,43.12,494,1605.63,116,6,4,43.06729,-77.61175
13168,0,2,1,1,-77.59,43.21,736,2160.71,110,8,24,43.20747,-77.6015
13169,0,3,2,1,-75.29,40.75,406,1088.41,64,2,1,40.71403,-75.28702
13170,0,not reported,2.630034809,not reported,-76.45,42.25,454,1665.82,93,3,5,42.4353,-76.5107
13171,0,5,2,not reported,-78.46,35.71,43,236.47,24,0,2,35.821138,-78.621264
13172,0,3,2,1,-75.16,40.24,1218,4862.08,179,11,28,40.2303,-75.1319
13173,0,3,3,not reported,-78.67,42.92,213,814.68,60,4,9,42.92117,-78.7378
13174,0,4,2,2,-77.72,43.12,440,1684.79,77,4,2,43.1031,-77.7458
13175,0,5,2,1,-76.21,42.17,787,3277.29,139,14,32,42.1232,-75.974
13176,0,4,4,3,-77.53,37.42,202,391.1,39,1,5,37.502222,-77.624963
13177,0,6,2,3,-71.16,42.35,46,138.92,139,9,36,42.40669,-71.091868
13178,0,4,1,3,-78.73,43.01,10,53.85,134,1,22,43.0389,-78.8216
13179,0,4,1,2,-74.82,40.38,272,1184.72,50,2,6,40.3074,-74.67511
13180,0,2,2,2,-76.99,41.23,462,1654.04,107,5,6,41.23758,-77.0054
13181,0,4,2,1,-77.3,42.84,309,2106.85,77,3,6,42.87541,-77.25408
13182,0,0,2,2,-78.73,42.74,476,1386.26,103,1,5,42.783316,-78.812274
13184,0,3,4,not reported,-78.8,42.82,1280,6051.96,219,15,14,42.83515,-78.78386
13185,0,6,5,not reported,-74.48,40.5,999,4152.08,160,13,58,40.57372,-74.67051
13186,0,3,4,3,-78.75,42.83,190,542.24,46,7,3,42.83515,-78.78386
13187,1,4,2,not reported,-73.67,41.01,50,231.11,13,0,8,41.020969,-73.718156
13188,0,4,2,3,-80.17,40.5,51,133.74,8,0,1,40.66536,-75.3883
13189,0,5,4,1,-75.51,40.42,1450,4494.88,237,12,41,40.5915,-75.5411
13190,1,4,4,3,-75.18,39.82,1,1.95,125,3,32,40.57372,-74.67051
13191,0,2,2,2,-77.54,43.14,369,959.2,61,2,3,43.1061,-77.54366
13192,0,3,2,1,-77.41,43.16,728,2629.17,49,7,8,43.12915,-77.4453
13193,0,5,3,3,-78.88,42.9,624,2711.24,128,5,30,42.9387,-78.8829
13194,1,3,1,3,-77.47,37.45,140,546.89,28,2,40,37.502222,-77.624963
13195,0,2,2,1,-76.48,42.45,760,3351.16,98,3,5,42.4353,-76.5107
13196,0,4,2,2,-75.82,41.51,693,2368.39,83,9,22,41.4755,-75.63376
13197,1,3,2,2,-78.79,42.97,21,45.78,33,2,3,42.977,-78.7378
13198,0,3,1,2,-77.33,38.86,35,115.91,55,2,2,38.87791,-77.44355
13199,0,4,2,2,,,123,406.26,50,2,5,40.8118,-77.90818
13200,0,0,2,not reported,-75.57,40.57,139,425.82,39,3,2,40.5915,-75.5411
13201,0,3,2,3,-76.09,43.19,665,2679.37,51,2,3,43.1557,-76.119
13202,0,not reported,2.630034809,not reported,-71.77,42.23,741,3045.86,85,2,34,42.29133,-71.67102
13203,0,0,1,1,-78.89,42.74,453,1565.59,107,2,22,42.783316,-78.812274
13204,0,3,4,2,-76.62,39.97,168,632.61,57,0,2,40.061247,-76.340245
13205,0,0,2,2,-73.99,40.87,12,35.05,5,0,0,41.049652,-74.060513
13206,0,3,2,2,-78.48,38.08,126,543.52,33,1,8,38.009,-78.50025
13207,1,4,4,0,-78.72,42.92,1014,3411.27,179,8,30,42.92117,-78.7378
13208,0,3,2,not reported,-78.81,42.85,84,310.89,88,5,6,42.9387,-78.8829
13209,1,6,1,3,-74.25,40.3,562,2170.2,130,13,49,40.28995,-74.29835
13210,0,0,3,1,-75.89,42.12,955,2931.73,133,7,9,42.1232,-75.974
13211,0,0,1,1,-71.07,42.36,17,32.24,4,0,1,42.40669,-71.091868
13212,0,0,3,2,-77.47,38.86,654,1447.7,117,5,8,38.87791,-77.44355
13213,0,1,2,1,,,1175,3435.73,135,3,8,42.4353,-76.5107
13214,0,0,2,3,,,414,1772.74,103,2,43,39.4967,-76.656
13215,0,4,4,2,-76.02,42.1,533,1692.5,119,7,13,42.1232,-75.974
13216,1,4,3,3,-71.45,42.2,53,179.96,17,0,3,42.319621,-71.175656
13217,0,0,2,not reported,-71.65,42.32,408,2187.06,47,10,8,42.29133,-71.67102
13218,0,5,3,1,-77.77,43.21,69,370.92,209,10,21,43.1061,-77.54366
13219,0,0,1,1,-77.51,37.64,10,58.93,66,5,3,41.2356,-75.8624
13220,0,3,1,not reported,-74.34,40.64,347,1639.58,35,2,4,40.3074,-74.67511
13221,0,3,2,1,-78.72,42.91,568,2119.57,72,3,5,42.92117,-78.7378
13222,0,0,3,3,-77.4,38.98,998,3295.26,200,8,54,39.00691,-77.44081
13223,0,6,2,3,-77.93,43.35,3,7.27,127,5,98,43.2138,-77.44491
13224,0,3,3,2,-76.12,43.12,1423,5224.48,159,9,18,43.12255,-76.16932
13225,0,4,2,3,-75.3,40.22,20,74.11,63,1,6,42.98973,-78.816
13226,0,3,3,2,-76.64,38.98,862,3116.39,147,6,11,39.03229,-76.68869
13227,0,3,3,2,-76.57,42.85,162,556.05,32,4,3,42.9314,-76.5654
13228,0,5,4,not reported,-75.45,39.88,43,296.29,35,2,0,40.01648,-75.6786
13229,0,0,4,not reported,-77.59,37.49,223,757.98,71,4,5,37.502222,-77.624963
13230,0,4,2,1,-71.65,42.3,668,2968.48,120,4,6,42.29133,-71.67102
13231,0,4,2,2,-77.85,43.14,37,136.26,18,3,0,43.20058,-77.94611
13232,0,3,1,3,-78.48,35.64,146,486.94,45,1,4,35.821138,-78.621264
13233,0,3,2,1,-76.33,43.14,87,170.15,20,1,1,43.188,-76.23777
13234,0,3,2,not reported,-74.25,40.72,705,2823.29,92,4,8,40.838,-74.437
13235,0,5,5,2,-78.71,42.77,439,1467.64,102,6,5,42.783316,-78.812274
13236,0,3,3,3,-77.42,43.07,419,1287.07,176,9,20,43.20747,-77.6015
13237,0,3,4,3,-76.88,40.31,174,623.25,22,1,1,40.2535,-77.0123
13238,0,0,1,not reported,-75.82,40.15,115,516.02,52,0,4,40.01648,-75.6786
13239,0,5,4,3,-78.64,35.88,14,72.72,4,0,2,35.821138,-78.621264
13240,0,0,2,3,-77.53,43.15,11,78.77,73,2,14,36.842046,-76.140387
13241,0,0,2,1,-77.66,42.34,312,1691.74,83,3,5,42.3487,-77.6704
13242,0,3,3,2,-76.06,36.84,98,315.37,42,3,5,36.842046,-76.140387
13243,0,2,1,3,-76.68,38.99,461,2247.93,108,2,19,39.03229,-76.68869
13244,1,6,2,3,-73.98,40.69,38,146.92,24,1,7,40.698952,-73.979044
13245,0,3,2,1,-77.11,43,48,137.76,76,1,3,43.0452,-77.1139
13246,0,4,2,3,-77.45,39.06,518,1382.4,82,6,12,39.0891,-77.5228
13247,0,6,1,1,-74.06,41.02,652,2001.72,114,10,20,41.049652,-74.060513
13249,0,4,2,2,-77.91,42.75,896,3245.5,102,5,15,42.797626,-77.78252
13250,0,0,1,2,-77.27,39.19,385,1187.77,40,3,2,39.20017,-77.2547
13251,0,5,3,2,-77.66,43.06,2144,8322.88,211,9,28,43.06729,-77.61175
13252,0,4,2,3,-78.66,43.14,219,938.93,95,5,26,42.9946,-78.700012
13253,0,4,4,2,-78.71,42.92,951,3673.85,171,7,13,42.92117,-78.7378
13254,0,0,3,1,-77.49,38.36,357,1337.22,62,0,9,38.31317,-77.50863
13255,0,3,2,3,-77.43,43.1,1021,4962.87,140,4,37,43.12915,-77.4453
13256,1,0,2,1,-71.38,42.14,466,1878.02,115,12,20,42.301849,-71.385773
13257,0,3,3,3,-75.2,40.84,486,1827.27,134,7,31,40.71403,-75.28702
13258,0,0,3,1,-76.5,40.03,10,7.31,9,1,2,40.061247,-76.340245
13259,0,4,2,1,-78.71,43,269,642.26,66,2,4,42.977,-78.7378
13260,0,0,2,3,-77.41,43.25,178,413.82,32,4,4,43.2138,-77.44491
13261,1,3,3,not reported,-77.49,37.51,57,351.61,16,1,15,37.502222,-77.624963
13262,0,4,2,1,-76.05,42.89,260,997.5,95,2,17,43.03306,-76.05325
13264,1,3,1,3,-76.09,36.79,200,765.04,53,0,10,36.842046,-76.140387
13265,0,4,3,1,,,627,2196.65,149,5,17,40.239108,-74.03991
13266,1,0,2,not reported,-73.67,40.99,151,669.69,45,1,7,41.020969,-73.718156
13267,1,0,2,1,-78.73,42.87,1151,4075.95,162,9,19,42.883,-78.7002
13268,0,3,2,1,-76.99,40.27,614,2456.6,111,8,18,40.2535,-77.0123
13269,0,4,2,1,-74.48,40.85,182,1010.95,63,1,10,40.838,-74.437
13270,0,3,2,1,-75.98,43.16,492,1470.11,123,2,31,43.03306,-76.05325
13271,0,3,3,3,-77.24,42.94,1640,5987.29,234,6,50,42.87541,-77.25408
13272,1,0,4,not reported,-75.26,40.24,1168,6378.28,212,7,39,40.237513,-75.246354
13273,0,2,1,3,-76.13,43.01,19,59.12,8,1,1,43.03226,-76.19046
13274,0,2,1,3,-77.6,43.21,124,409.83,45,1,11,43.20747,-77.6015
13275,0,4,2,0,-76.8,39.42,282,880.24,56,1,6,39.413218,-76.774252
13276,0,0,2,1,-71.14,42.14,658,3528.06,76,1,13,42.205051,-71.152857
13277,0,0,4,2,-76.21,43.14,1320,4760.55,89,6,7,43.13316,-76.2232
13278,0,6,2,2,-75.11,40.24,493,2101.88,161,4,10,40.2303,-75.1319
13279,0,not reported,2.630034809,not reported,-75.08,40.1,117,510.83,60,0,7,40.2303,-75.1319
13280,0,4,3,not reported,-74.37,40.26,112,493.08,41,6,3,40.28995,-74.29835
13282,0,5,2,1,-77.62,38.41,297,1264.6,62,3,8,38.31317,-77.50863
13283,0,3,3,2,,,421,1493.9,101,4,6,43.1031,-77.7458
13284,0,5,3,1,-76.97,40.24,1567,7734.44,146,7,19,40.2535,-77.0123
13285,0,4,2,3,-78.85,42.94,499,1775.6,63,9,7,42.9387,-78.8829
13286,0,1,4,2,-78.87,43.07,172,443.77,59,2,7,43.0389,-78.8216
13287,0,0,2,1,-77.69,38.88,898,3651.53,63,2,21,38.7842,-77.6524
13288,0,3,2,not reported,-76.1,36.85,318,1638.87,77,1,6,36.842046,-76.140387
13289,0,0,1,1,-76.73,38.96,150,692.45,19,5,0,39.03229,-76.68869
13290,0,6,4,3,-76.84,39.29,929,3702.2,134,7,64,39.1856,-76.8215
13291,1,4,2,3,-76.58,36.77,914,3323.63,220,10,20,38.85101,-77.34734
13292,0,6,2,3,-76.86,39.21,692,3566.31,87,2,24,39.1856,-76.8215
13293,0,6,2,1,-75.29,40.02,191,1319.92,46,5,9,40.0831,-75.4022
13294,0,2,2,3,-78.68,42.87,826,3585.43,175,14,26,42.883,-78.7002
13296,1,6,5,not reported,-71.16,42.15,544,3111.34,85,2,29,42.205051,-71.152857
13297,0,0,2,not reported,-78.95,35.86,347,651.49,79,5,6,35.945277,-79.008678
13298,0,6,3,1,-74.05,41.03,8,33.92,6,1,1,41.049652,-74.060513
13299,0,0,1,2,-77.6,43.15,41,237.23,24,0,0,43.1061,-77.54366
13301,0,6,4,1,-76.35,43.17,204,965.2,87,5,11,43.13316,-76.2232
13302,0,3,1,1,-75.18,40.69,928,3452.29,67,4,6,40.66536,-75.3883
13303,0,0,3,1,-77.51,43.06,1450,6319.43,259,15,39,43.07076,-77.44436
13304,0,not reported,2.630034809,not reported,-77.14,39.11,205,640.5,41,1,5,39.20017,-77.2547
13305,0,3,2,2,-77.7,43.04,10,72.53,56,1,1,38.31317,-77.50863
13306,0,3,2,1,-77.57,43.17,426,1897.07,140,7,29,43.19323,-77.5043
13307,0,3,2,2,-77.36,43.15,2,3.28,12,2,1,43.0452,-77.1139
13308,0,2,2,3,-77.33,42.78,788,2996.97,122,5,14,42.87541,-77.25408
13309,0,not reported,2.630034809,not reported,-78.01,40.78,109,405.4,47,3,6,40.8118,-77.90818
13310,1,0,1,3,-74.07,41.04,1048,4369.25,116,6,44,41.049652,-74.060513
13313,0,3,2,3,-77.55,43.16,1085,3784.15,189,13,35,43.19323,-77.5043
13314,0,0,2,2,-77.41,38.94,874,3030.7,135,8,14,39.00691,-77.44081
13316,0,3,7,1,-76.44,40.16,28,52.86,6,0,0,40.061247,-76.340245
13317,1,4,2,2,-78.82,42.8,120,454.8,83,4,4,42.83515,-78.78386
13318,0,3,2,1,-77.34,38.63,411,1106.72,84,3,5,38.63084,-77.288841
13320,0,6,2,2,-71.08,42.43,569,2390.65,84,6,14,42.40669,-71.091868
13321,0,2,1,3,-75.21,40.26,134,501.92,16,1,9,40.237513,-75.246354
13322,0,6,3,1,-77.28,39.15,890,4704.96,86,6,9,39.20017,-77.2547
13323,0,0,3,1,-76.79,39.42,31,108.19,11,0,0,39.413218,-76.774252
13325,0,0,4,3,-77.59,43.05,7,19.56,107,3,11,43.08358,-77.62748
13326,1,3,1,3,-78.62,35.86,116,588.45,51,0,10,35.821138,-78.621264
13327,0,4,3,3,-78.54,35.84,510,2387.91,126,4,11,35.821138,-78.621264
13328,0,3,3,2,-77.33,38.59,572,1965,55,4,9,38.63084,-77.288841
13329,0,0,2,3,-77.73,43.12,971,3853.33,192,9,13,43.1031,-77.7458
13330,0,4,5,2,-74.98,39.73,217,662.78,69,4,9,39.96771,-74.91507
13331,0,6,6,2,-77.58,43.11,254,943.49,64,2,10,43.08358,-77.62748
13332,0,3,3,1,-74.15,40.56,28,153.73,16,0,0,40.5488,-74.2968
13333,0,5,2,not reported,-76.9,38.93,1004,3332.69,128,14,17,38.9209,-76.8501
13334,0,6,2,1,-76.52,40.1,585,2909.92,53,3,8,40.061247,-76.340245
13335,0,0,2,3,-77.46,43.15,879,2942.99,144,9,47,43.12915,-77.4453
13336,0,0,1,3,-77.52,43.09,32,122.07,84,5,14,42.301849,-71.385773
13337,0,5,2,1,-76.4,40.08,65,363.99,27,2,3,40.061247,-76.340245
13338,0,3,3,3,-77.63,43.21,1030,4319.82,62,1,12,43.22629,-77.66106
13339,0,3,1,2,-76.21,43.18,1255,4607.89,185,8,20,43.1557,-76.119
13340,0,4,4,1,-74.32,40.28,994,3130.4,190,10,19,40.28995,-74.29835
13342,0,0,2,3,-77.58,43.12,712,2328.74,101,8,14,43.14619,-77.55622
13343,0,2,1,2,-76.49,42.44,130,373.2,27,0,2,42.4353,-76.5107
13344,0,6,2,1,-76.03,42.12,83,395.26,21,4,2,42.1232,-75.974
13345,0,0,4,1,-77.87,43.25,2,0,13,0,3,43.20785,-77.70403
13346,0,not reported,2.630034809,not reported,-75.26,40.71,602,2001.26,92,7,14,40.71403,-75.28702
13347,0,4,2,3,,,365,1041.73,75,3,49,41.4755,-75.63376
13348,0,3,3,3,-78.03,34.02,47,176.51,204,6,92,40.5915,-75.5411
13349,0,4,2,1,-76.06,43.07,68,308.61,22,2,1,43.0687,-76.0877
13350,0,4,1,1,-77.69,43.15,185,637.35,62,2,5,43.16385,-77.6884
13351,0,3,1,1,-77.52,43.09,717,3186.22,152,5,15,43.1061,-77.54366
13352,0,6,4,3,-77.52,38.91,876,3853.15,128,5,17,39.00691,-77.44081
13353,0,0,2,3,-75.02,40.16,242,1130.78,75,7,17,40.2303,-75.1319
13354,0,4,2,not reported,-79.05,43.12,1008,4096.58,191,11,54,43.0949,-78.9704
13355,0,4,2,1,-77.59,37.62,760,3196.15,143,7,27,37.66305751,-77.63599813
13356,0,5,2,1,-77.34,38.61,166,756.67,55,3,4,38.63084,-77.288841
13357,0,3,2,not reported,-77.52,43.14,434,1805.95,214,8,47,43.19323,-77.5043
13358,0,5,2,1,-77.55,43.13,1338,4134.37,131,4,14,43.1061,-77.54366
13359,0,5,5,3,-77.4,38.92,25,162.23,40,2,8,39.00691,-77.44081
13360,0,3,2,0,-77.77,40.88,23,46.61,13,0,1,40.8118,-77.90818
13361,0,0,2,1,,,289,1569.06,74,12,4,36.842046,-76.140387
13362,0,4,1,not reported,-74.61,40.59,357,1868.74,141,2,23,40.57372,-74.67051
13363,0,0,2,2,-78.71,42.91,408,1190.05,79,5,5,42.92117,-78.7378
13364,0,4,2,1,-77.4,43.01,38,122.46,14,0,4,43.07076,-77.44436
13365,0,0,4,1,-80.08,42.07,814,3209.13,127,11,10,42.0602,-80.0907
13366,0,5,6,not reported,-76.47,39.54,60,331.05,39,1,3,39.46635,-76.3084
13367,0,0,3,3,-75.41,40.06,127,380.36,40,3,3,40.0831,-75.4022
13368,0,2,1,2,-77.59,43.06,85,250.45,47,1,5,43.06729,-77.61175
13369,0,6,3,0,-80.15,42.05,1166,4156.46,216,14,23,42.06996,-80.1919
13370,0,5,3,3,-76.51,39.47,1690,7082.22,233,13,40,39.4967,-76.656
13371,0,0,4,1,,,393,1920.68,52,2,6,41.4755,-75.63376
13372,0,3,6,1,-77.13,42.96,170,540.45,263,12,68,42.1232,-75.974
13373,0,6,5,not reported,-75.44,40.14,158,880.99,305,24,113,40.0831,-75.4022
13374,0,0,1,1,-77.66,42.81,443,1609.97,33,0,5,42.797626,-77.78252
13375,0,6,4,3,-73.98,40.69,64,225.04,33,0,9,40.698952,-73.979044
13376,0,3,2,1,-78.72,42.77,41,104.55,90,1,13,42.83515,-78.78386
13377,0,0,4,3,,,41,569.96,132,2,41,38.925077,-77.210908
13378,0,2,1,1,-77.59,43.21,234,770.8,115,4,21,43.20747,-77.6015
13379,0,not reported,2.630034809,not reported,-80.05,41.92,555,1841.56,154,8,8,42.0602,-80.0907
13380,0,6,3,3,-75.7,39.95,924,4003.52,152,8,40,40.01648,-75.6786
13381,0,0,2,3,-76.41,42.44,647,1813.14,100,5,10,42.4353,-76.5107
13382,0,2,3,1,-78.04,43.22,891,2538.59,148,4,10,43.20058,-77.94611
13383,0,6,3,3,-77.08,38.79,1131,5498.81,207,9,24,38.74177,-77.16276
13384,1,5,2,not reported,-76.98,38.8,264,1251.01,95,7,20,38.74177,-77.16276
13385,0,2,1,1,-77.62,43.2,569,2269.58,79,2,10,43.2525,-77.6985
13386,0,5,4,3,-77.38,39.45,528,2813.09,132,8,55,39.44611,-77.39997
13387,0,0,4,3,-75.96,43,1030,3592.57,178,7,14,43.03306,-76.05325
13388,0,0,5,1,-75.87,41.15,106,326.19,38,0,1,41.2356,-75.8624
13389,0,3,4,2,-75.97,42.12,602,1768.73,147,7,37,42.1232,-75.974
13390,0,3,2,3,-76.43,43.03,356,1382.77,89,5,13,43.0472,-76.2262
13391,0,2,2,not reported,-75.99,41.3,452,1802.34,141,2,22,41.2356,-75.8624
13392,0,0,1,1,-77.63,39.95,174,814.13,62,3,6,40.2535,-77.0123
13393,1,0,2,1,-74.72,40.26,497,2452.4,129,6,18,40.3074,-74.67511
13394,0,6,2,1,-77.68,43.25,11,51.59,128,1,20,43.22629,-77.66106
13395,0,6,4,not reported,-77.27,38.87,219,756.96,110,12,18,38.925077,-77.210908
13396,0,3,3,1,-71.45,42.29,60,220.21,22,0,4,42.301849,-71.385773
13397,0,0,2,1,-77.25,42.83,392,1307.39,94,6,5,42.87541,-77.25408
13398,0,4,2,1,-75.5,40.58,2,18.79,54,4,2,40.66536,-75.3883
13399,1,3,3,not reported,-75.54,40.59,441,1621.9,46,4,9,40.5915,-75.5411
13400,0,5,4,not reported,-73.79,40.93,11,34.89,172,9,27,43.06729,-77.61175
13401,0,0,4,not reported,-73.75,40.99,1340,5572.23,206,12,63,41.020969,-73.718156
13402,0,3,3,1,-77.57,38.71,1599,7126.52,185,10,38,38.7842,-77.6524
13403,0,3,2,not reported,-75.51,40.61,17,82.51,99,4,5,42.4353,-76.5107
13404,0,4,2,3,-78.77,42.88,83,391.67,39,0,9,42.4353,-76.5107
13406,0,6,4,1,-74.38,40.9,174,460.39,31,0,8,40.838,-74.437
13407,0,4,2,not reported,-77.12,38.78,258,1185.38,58,4,21,38.74177,-77.16276
13408,0,6,4,not reported,-77.91,40.8,1704,6821.61,164,5,74,40.8118,-77.90818
13409,0,3,2,2,-77.54,43.15,658,2985.85,250,10,45,43.1061,-77.54366
13410,0,0,4,3,-78.77,42.81,2068,6788.68,209,9,103,42.83515,-78.78386
13411,0,4,6,not reported,-77.62,37.52,1142,4119.85,134,3,11,37.502222,-77.624963
13412,0,4,4,3,-80.08,42.08,314,1288.67,64,5,17,42.0602,-80.0907
13413,0,0,2,3,-74.01,40.18,551,1792.56,121,3,12,40.239108,-74.03991
13414,1,6,4,2,-71.07,42.45,521,2128.58,109,7,18,42.40669,-71.091868
13415,0,0,2,2,-76.26,43.17,42,166.1,21,1,0,43.188,-76.23777
13416,0,5,3,3,-78.82,43.03,777,2618.34,54,1,25,43.0389,-78.8216
13417,0,2,1,2,-77.46,43.08,269,882.17,58,3,4,43.07076,-77.44436
13418,0,3,1,2,-75.12,40.21,366,1272.02,46,3,1,40.2303,-75.1319
13419,0,6,2,3,-77.41,38.65,442,2443.29,139,11,26,38.63084,-77.288841
13420,0,4,1,not reported,-71.09,42.5,241,861.97,89,1,11,42.4869,-71.2257
13422,0,4,2,1,-77.34,38.84,187,666.73,48,3,5,38.85101,-77.34734
13423,0,6,4,3,-77.72,43.1,36,148.83,242,10,41,43.20785,-77.70403
13424,1,5,2,not reported,,,176,967.86,55,0,2,35.828457,-78.850097
13425,0,3,5,3,-76.39,40.18,106,280.9,64,2,9,40.061247,-76.340245
13426,0,6,2,1,-77.07,42.16,1063,3747.91,174,7,29,42.1455,-77.0626
13427,0,1,2,not reported,-77.67,43.21,149,560.72,108,4,4,43.20785,-77.70403
13428,0,6,1,1,-77.43,43.21,257,1095.24,80,4,7,43.12915,-77.4453
13429,0,6,2,1,-76.49,42.38,1181,3490.16,122,3,8,42.4353,-76.5107
13430,0,4,2,2,-77.69,43.03,117,582.03,208,8,30,43.12915,-77.4453
13431,0,0,1,3,-78.41,38,237,813.74,54,5,6,38.009,-78.50025
13432,0,0,2,3,-77.49,43.16,10,13.16,142,7,38,43.06729,-77.61175
13433,0,2,3,2,-77.36,43.09,386,1154.35,71,4,2,43.12915,-77.4453
13434,0,0,2,3,-76.18,43.11,228,977.6,59,2,24,43.12255,-76.16932
13435,0,4,2,1,-77.36,38.74,279,1341.13,59,0,6,38.85101,-77.34734
13436,0,0,2,not reported,-77.2,43.14,47,179.85,109,6,2,43.2138,-77.44491
13437,0,4,3,3,-75.92,41.33,602,2731.84,92,2,40,41.2356,-75.8624
13438,0,4,3,3,-77.72,43.24,54,213.06,114,3,36,43.20785,-77.70403
13439,0,6,2,3,-77.47,38.84,1386,5785.46,221,9,61,38.87791,-77.44355
13440,0,3,1,1,-75.88,41.26,872,2580.13,100,7,16,41.2356,-75.8624
13441,0,4,4,not reported,-77.58,43.14,1105,3963.08,168,6,19,43.12915,-77.4453
13442,0,6,4,not reported,-73.71,41.19,412,2069.95,114,3,28,41.020969,-73.718156
13443,0,3,2,3,-77.6,37.46,115,511.21,44,2,4,37.502222,-77.624963
13444,0,3,2,1,-77.57,37.52,828,2093.29,141,4,15,37.502222,-77.624963
13445,0,6,2,1,-74.1,41.13,203,1021.17,61,1,6,41.049652,-74.060513
13446,0,3,2,not reported,-76.55,42.93,486,1634.67,102,5,11,42.9314,-76.5654
13447,0,3,1,1,-76.7,39.36,26,141.3,11,0,0,39.413218,-76.774252
13448,1,3,3,not reported,-74.64,40.57,350,1759.89,97,1,15,40.838,-74.437
13449,0,2,4,1,,,455,3718.48,155,4,33,38.7842,-77.6524
13450,1,5,4,3,-71.57,42.3,928,4099,133,9,49,42.29133,-71.67102
13451,0,0,3,3,-74.16,40.61,1864,7401.98,201,23,37,40.5488,-74.2968
13452,0,3,2,not reported,,,234,824.67,74,4,8,40.8118,-77.90818
13453,0,3,5,3,-80.15,42.06,680,2943.69,134,5,11,42.06996,-80.1919
13454,0,2,1,3,-78.84,42.97,544,1820.98,160,3,23,42.98973,-78.816
13455,1,0,6,3,-76.37,40.06,336,1233.48,71,4,16,40.061247,-76.340245
13456,0,0,2,2,-78.71,42.87,119,390.79,33,5,0,42.883,-78.7002
13457,0,4,4,3,-77.68,37.44,803,3491.53,158,8,26,37.502222,-77.624963
13458,0,4,4,not reported,-78.75,43,298,1409.99,115,3,9,42.9946,-78.700012
13459,0,6,2,3,-76.8,40.33,443,1534.68,80,2,38,40.2535,-77.0123
13460,0,6,3,3,-74.03,40.72,154,531.27,56,3,16,41.049652,-74.060513
13461,0,3,3,not reported,,,616,2094.66,145,2,25,35.945277,-79.008678
13462,0,4,2,2,-77.29,42.83,867,3263.99,171,8,12,42.87541,-77.25408
13463,0,0,2,3,-77.51,43.07,191,560.65,86,5,11,43.07076,-77.44436
13464,0,2,1,1,-78.3,37.89,806,2932.22,197,5,10,38.009,-78.50025
13465,0,2,2,2,-77.73,43.05,83,328.46,91,6,20,43.1031,-77.7458
13466,0,not reported,2.630034809,not reported,-75.36,40.65,10,18.42,74,4,3,40.71403,-75.28702
13467,0,2,1,3,-74.65,40.35,110,449.63,35,3,5,40.3074,-74.67511
13468,0,2,5,not reported,-78.51,42.97,364,1668.79,104,8,19,42.977,-78.7378
13469,0,0,3,not reported,-73.78,41.02,89,304.72,35,1,1,41.020969,-73.718156
13470,0,4,2,0,-75.92,42.11,1327,6457.85,182,9,25,42.1232,-75.974
13471,0,2,2,2,-77.27,39.16,37,193.94,16,1,1,39.20017,-77.2547
13472,0,6,2,not reported,-78.85,35.84,19,86.11,185,5,33,35.821138,-78.621264
13473,0,0,1,3,,,7,24.73,156,5,44,40.66536,-75.3883
13474,1,5,4,3,-76.81,39.24,123,554.9,52,1,30,39.1856,-76.8215
13475,0,4,4,2,-77.48,43.09,347,921.72,59,1,2,43.07076,-77.44436
13476,0,0,2,3,-76.83,38.94,440,1457.21,99,2,20,38.9209,-76.8501
13477,0,4,1,3,-78.78,42.73,413,1701.72,121,3,19,42.783316,-78.812274
13478,1,0,1,3,-76.38,40.03,91,274.41,49,1,13,40.061247,-76.340245
13479,0,0,2,2,-77.93,43.2,1392,4746.66,283,9,42,43.20058,-77.94611
13480,0,4,4,2,-77.62,43.24,374,1630.87,120,11,9,43.22629,-77.66106
13481,1,5,2,3,-78.76,42.97,79,337.01,70,4,10,42.92117,-78.7378
13482,1,4,2,not reported,-71.14,42.33,323,769.62,59,3,5,42.319621,-71.175656
13484,1,0,6,3,-77.49,39.04,716,3316.96,148,1,29,39.00691,-77.44081
